"","Data.Type","HTS.Number","Description","X2024","parent"
"526","FAS Value",4501,"NATURAL CORK, RAW OR SIMPLY PREPARED; WASTE CORK; CRUSHED, GRANULATED OR GROUND CORK",3794335,45
"527","FAS Value",4502,"NATURAL CORK, DEBACKED OR ROUGHLY SQUARED, OR RECTANGULAR (OR SQUARE) BLOCKS, PLATES, SHEETS OR STRIP, AND SHARP-EDGED BLANKS FOR CORKS OR STOPPERS",380656,45
"528","FAS Value",4503,"ARTICLES OF NATURAL CORK",11342216,45
"529","FAS Value",4504,"AGGLOMERATED CORK AND ARTICLES THEREOF",10810430,45
"530","FAS Value",4601,"PLAITS AND SIMILAR PRODUCTS OF PLAITING MATERIALS; PLAITING MATERIALS ETC. BOUND IN STRANDS OR WOVEN IN SHEETS, WHETHER OR NOT BEING FINISHED ARTICLES",7500436,46
"531","FAS Value",4602,"BASKETWORK, WICKERWORK AND OTHER ARTICLES, MADE DIRECTLY TO SHAPE FROM PLAITING MATERIALS OR FROM PRODUCTS OF PLAITING MATERIALS; ARTICLES OF LOOFAH",13220788,46
"532","FAS Value",4701,"MECHANICAL WOODPULP",17226156,47
"533","FAS Value",4702,"CHEMICAL WOODPULP, DISSOLVING GRADES",669288897,47
"534","FAS Value",4703,"CHEMICAL WOODPULP, SODA OR SULFATE, OTHER THAN DISSOLVING GRADES",5186815129,47
"535","FAS Value",4704,"CHEMICAL WOODPULP, SULFITE, OTHER THAN DISSOLVING GRADES",17559372,47
"536","FAS Value",4705,"WOOD PULP OBTAINIED BY A COMBINATION OF MECHANICAL AND CHEMICAL PULPING PROCESSES",23663769,47
"537","FAS Value",4706,"PULPS OF FIBERS DERIVED FROM RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD OR FROM OTHER CELLULOSIC MATERIAL",150970618,47
"538","FAS Value",4707,"WASTE AND SCRAP OF PAPER OR PAPERBOARD",2456470346,47
"539","FAS Value",4801,"NEWSPRINT, IN ROLLS OR SHEETS",66300785,48
"540","FAS Value",4802,"PAPER AND PAPERBOARD, UNCOATED, FOR WRITING, PRINTING ETC., PUNCH CARD STOCK AND PUNCH TAPE PAPER, IN ROLLS OR SHEETS; HANDMADE PAPER AND PAPERBOARD",470861089,48
"541","FAS Value",4803,"TOILET, FACIAL TISSUE, TOWEL OR NAPKIN STOCK AND SIMILAR PAPER, CELLULOSE FIBER WADDING AND WEBS, IN ROLLS OR SHEETS OVER",305073833,48
"542","FAS Value",4804,"KRAFT PAPER AND PAPERBOARD, UNCOATED, NESOI, IN ROLLS OR SHEETS",3379623074,48
"543","FAS Value",4805,"PAPER AND PAPERBOARD, UNCOATED, NESOI, IN ROLLS OR SHEETS, NOT FURTHER WORKED OR PROCESSED THAN AS SPECIFIED IN NOTE 2 TO CHAPTER 48",1382013273,48
"544","FAS Value",4806,"VEGETABLE PARCHMENT, GREASEPROOF PAPERS, TRACING PAPERS, GLASSINE AND OTHER GLAZED TRANSPARENT OR TRANSLUCENT PAPERS, IN ROLLS OR SHEETS",56988262,48
"545","FAS Value",4807,"COMPOSITE PAPER AND PAPERBOARD (MADE BY STICKING FLAT LAYERS TOGETHER WITH AN ADHESIVE), NOT SURFACE-COATED OR IMPREGNATED, IN ROLLS OR SHEETS",58226202,48
"546","FAS Value",4808,"PAPER AND PAPERBOARD, CORRUGATED, CREPED, CRINKLED, EMBOSSED OR PERFORATED, NESOI, IN ROLLS OR SHEETS",536287669,48
"547","FAS Value",4809,"CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS, WHETHER OR NOT PRINTED, IN ROLLS OR SHEETS",27022204,48
"548","FAS Value",4810,"PAPER AND PAPERBOARD, COATED ON ONE OR BOTH SIDES WITH KAOLIN (CHINA CLAY) OR OTHER INORGANIC SUBSTANCES (WITH NO OTHER COATING), IN ROLLS OR SHEETS",1743823000,48
"549","FAS Value",4811,"PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS, COATED, IMPREGNATED, SURFACE-COLORED, SURFACE-DECORATED OR PRINTED, NESOI, IN ROLLS OR SHEETS",2132345036,48
"550","FAS Value",4812,"FILTER BLOCKS, SLABS AND PLATES, OF PAPER PULP",2800870,48
"551","FAS Value",4813,"CIGARETTE PAPER, WHETHER OR NOT CUT TO SIZE OR IN THE FORM OF BOOKLETS OR TUBES",25339975,48
"552","FAS Value",4814,"WALLPAPER AND SIMILAR WALLCOVERINGS; WINDOW TRANSPARENCIES OF PAPER",48947383,48
"553","FAS Value",4816,"CARBON PAPER, SELF-COPY PAPER AND OTHER COPYING OR TRANSFER PAPERS, NESOI (NOT OVER 36 CM WIDE), DUPLICATOR STENCILS AND OFFSET PLATES OF PAPER",45501648,48
"554","FAS Value",4817,"ENVELOPES, LETTER CARDS, POSTCARDS, ETC. OF PAPER OR PAPERBOARD; BOXES, WALLETS ETC. OF PAPER OR PAPERBOARD, WITH AN ASSORTMENT OF PAPER STATIONARY",50194267,48
"555","FAS Value",4818,"TOILET PAPER, TOWELS AND SIMILAR HOUSEHOLD, SANITARY OR HOSPITAL ARTICLES, ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, OF PAPER, PULP, WADDING ETC",932124564,48
"556","FAS Value",4819,"CARTONS, BAGS AND OTHER PACKING CONTAINERS OF PAPER, PAPERBOARD, CELLULOSE WADDING ETC.; OFFICE BOX FILES, LETTER TRAYS, ETC. OF PAPER OR PAPERBOARD",2300965655,48
"557","FAS Value",4820,"REGISTERS, NOTE BOOKS, LETTER PADS AND SIMILAR ARTICLES, BLOTTING PADS, BINDERS, FOLDERS AND OTHER ARTICLES OF STATIONARY, OF PAPER OR PAPERBOARD",148401104,48
"558","FAS Value",4821,"LABELS OF ALL KINDS, OF PAPER OR PAPERBOARD, WHETHER OR NOT PRINTED",588135391,48
"559","FAS Value",4822,"BOBBINS, SPOOLS, COPS AND SIMILAR SUPPORTS OF PAPER PULP, PAPER OR PAPERBOARD",23847841,48
"560","FAS Value",4823,"PAPER, PAPERBOARD, CELLULOSE WADDING AND WEBS, CUT TO SIZE OR SHAPE NESOI; ARTICLES OF PAPER PULP, PAPER, PAPERBOARD, CELLULOSE WADDING OR WEBS NESOI",1122489784,48
"561","FAS Value",4901,"PRINTED BOOKS, BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER",1707824130,49
"562","FAS Value",4902,"NEWSPAPERS, JOURNALS AND PERIODICALS, WHETHER OR NOT ILLUSTRATED OR CONTAINING ADVERTISING MATERIAL",277378916,49
"563","FAS Value",4903,"CHILDREN'S PICTURE, DRAWING OR COLORING BOOKS",43956913,49
"564","FAS Value",4904,"MUSIC, PRINTED OR IN MANUSCRIPT, WHETHER OR NOT BOUND OR ILLUSTRATED",11593014,49
"565","FAS Value",4905,"MAPS AND HYDROGRAPHIC OR SIMILAR CHARTS OF ALL KINDS, INCLUDING ATLASES, WALL MAPS, TOPOGRAPHICAL PLANS AND GLOBES, PRINTED",8476995,49
"566","FAS Value",4906,"PLANS AND DRAWINGS FOR ARCHITECTURAL, ENGINEERING, INDUSTRIAL, COMMERCIAL, TOPOGRAPHICAL OR SIMILAR PURPOSES, ORIGINALS AND SPECIFIC REPRODUCTIONS",6430432,49
"567","FAS Value",4907,"UNUSED POSTAGE, REVENUE OR SIMILAR STAMPS OF CURRENT OR NEW ISSUE IN THE COUNTRY IN WHICH THEY HAVE, OR WILL HAVE, A RECOGNISED FACE VALUE",99539059,49
"568","FAS Value",4908,"TRANSFERS (DECALCOMANIAS, EXCEPT TOY)",59750039,49
"569","FAS Value",4909,"PRINTED OR ILLUSTRATED POST CARDS, GREETING CARDS, MESSAGES OR ANNOUNCEMENTS, WITH OR WITHOUT ENVELOPES OR TRIMMINGS",64376485,49
"570","FAS Value",4910,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS",15105061,49
"571","FAS Value",4911,"PRINTED MATTER NESOI, INCLUDING PRINTED PICTURES AND PHOTOGRAPHS",1420918339,49
"572","FAS Value",5001,"SILKWORM COCOONS SUITABLE FOR REELING",258496,50
"573","FAS Value",5002,"RAW SILK (NOT THROWN)",34949,50
"574","FAS Value",5003,"SILK WASTE (INCLUDING COCOONS UNSUITABLE FOR REELING, YARN WASTE AND GARNETTED STOCK)",35692,50
"575","FAS Value",5004,"SILK YARN (OTHER THAN SPUN FROM SILK WASTE) NOT PUT UP FOR RETAIL SALE",224572,50
"576","FAS Value",5005,"YARN SPUN FROM SILK WASTE, NOT PUT UP FOR RETAIL SALE",22257,50
"577","FAS Value",5006,"SILK YARN AND YARN SPUN FROM SILK WASTE, PUT UP FOR RETAIL SALE; SILK WORM GUT",231394,50
"578","FAS Value",5007,"WOVEN FABRICS OF SILK OR SILK WASTE",2523399,50
"579","FAS Value",5101,"WOOL, NOT CARDED OR COMBED",16802720,51
"580","FAS Value",5102,"FINE OR COARSE ANIMAL HAIR, NOT CARDED OR COMBED",3410351,51
"581","FAS Value",5103,"WASTE OF WOOL OR OF FINE OR COARSE ANIMAL HAIR, INCLUDING YARN WASTE BUT EXCLUDING GARNETTED STOCK",1296097,51
"582","FAS Value",5104,"GARNETTED STOCK OF WOOL OR OF FINE OR COARSE ANIMAL HAIR",24396,51
"583","FAS Value",5105,"WOOL AND FINE OR COARSE ANIMAL HAIR, CARDED OR COMBED",2487947,51
"584","FAS Value",5106,"YARN OF CARDED WOOL, NOT PUT UP FOR RETAIL SALE",1129556,51
"585","FAS Value",5107,"YARN OF COMBED WOOL, NOT PUT UP FOR RETAIL SALE",1594449,51
"586","FAS Value",5108,"YARN OF FINE ANIMAL HAIR (CARDED OR COMBED), NOT PUT UP FOR RETAIL SALE",122862,51
"587","FAS Value",5109,"YARN OF WOOL OR FINE ANIMAL HAIR, PUT UP FOR RETAIL SALE",9347049,51
"588","FAS Value",5110,"YARN OF COARSE ANIMAL HAIR OR OF HORSEHAIR (INCLUDING GIMPED HORSEHAIR YARN), WHETHER OR NOT PUT UP FOR RETAIL SALE",10226,51
"589","FAS Value",5111,"WOVEN FABRICS OF CARDED WOOL OR CARDED FINE ANIMAL HAIR",9807438,51
"590","FAS Value",5112,"WOVEN FABRICS OF COMBED WOOL OR COMBED FINE ANIMAL HAIR",16883514,51
"591","FAS Value",5113,"WOVEN FABRICS OF COARSE ANIMAL HAIR OR HORSEHAIR",31417,51
"592","FAS Value",5201,"COTTON, NOT CARDED OR COMBED",5007819006,52
"593","FAS Value",5202,"COTTON WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK)",8964063,52
"594","FAS Value",5203,"COTTON, CARDED OR COMBED",8503930,52
"595","FAS Value",5204,"COTTON SEWING THREAD, WHETHER OR NOT PUT UP FOR RETAIL SALE",2101190,52
"596","FAS Value",5205,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING 85% (BY WT.) OR MORE COTTON, NOT PUT UP FOR RETAIL SALE",826849028,52
"597","FAS Value",5206,"COTTON YARN (OTHER THAN SEWING THREAD), CONTAINING LESS THAN 85% (BY WT.) COTTON, NOT PUT UP FOR RETAIL SALE",44964456,52
"598","FAS Value",5207,"COTTON YARN (OTHER THAN SEWING THREAD) PUT UP FOR RETAIL SALE",5128471,52
"599","FAS Value",5208,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE COTTON BY WEIGHT, WEIGHING NOT MORE THAN 200 G/M2",35645305,52
"600","FAS Value",5209,"WOVEN FABRICS OF COTTON, CONTAINING 85% OR MORE COTTON BY WEIGHT, WEIGHING MORE THAN 200 G/M2",191158828,52
"601","FAS Value",5210,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% COTTON BY WEIGHT, MIXED MAINLY OR SOLELY WITH MANMADE FIBERS, WEIGHING NOT MORE THAN 200 G/M2",4370512,52
"602","FAS Value",5211,"WOVEN FABRICS OF COTTON, CONTAINING LESS THAN 85% COTTON BY WEIGHT, MIXED MAINLY OR SOLELY WITH MANMADE FIBERS, WEIGHING MORE THAN 200 G/M2",36210020,52
"603","FAS Value",5212,"WOVEN FABRICS OF COTTON (CONTAINING LESS THAN 85% COTTON BY WEIGHT, MIXED MAINLY OR SOLELY WITH OTHER THAN MANMADE FIBERS) NESOI",5530686,52
"604","FAS Value",5301,"FLAX, RAW OR PROCESSED BUT NOT SPUN; FLAX TOW AND WASTE (INCLUDING YARN WASTE AND GARNETTED STOCK)",186796,53
"605","FAS Value",5302,"TRUE HEMP (CANNABIS SATIVA L.), RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF TRUE HEMP (INCLUDING YARN WASTE AND GARNETTED STOCK)",2458563,53
"606","FAS Value",5303,"JUTE AND OTHER TEXTILE BAST FIBERS NESOI, RAW OR PROCESSED BUT NOT SPUN; TOW AND WASTE OF THESE FIBERS (INCLUDING YARN WASTE AND GARNETTED STOCK)",1068474,53
"607","FAS Value",5305,"COCONUT, ABACA (MANILLA HEMP), RAMIE AND VEGETABLE TEXTILE FIBERS NESOI, RAW ETC. BUT NOT SPUN; TOW, NOILS AND WASTE OF THESE FIBERS",3016921,53
"608","FAS Value",5306,"FLAX YARN",61614,53
"609","FAS Value",5307,"YARN OF JUTE OR OTHER TEXTILE BAST FIBERS NESOI (EXCLUDING FLAX, TRUE HEMP AND RAMIE)",95832,53
"610","FAS Value",5308,"YARN OF VEGETABLE TEXTILE FIBERS NESOI; PAPER YARN",3827144,53
"611","FAS Value",5309,"WOVEN FABRICS OF FLAX",5073418,53
"612","FAS Value",5310,"WOVEN FABRICS OF JUTE OR OF OTHER TEXTILE BAST FIBERS NESOI (EXCLUDING FLAX, TRUE HEMP AND RAMIE)",2435741,53
"613","FAS Value",5311,"WOVEN FABRICS OF VEGETABLE TEXTILE FIBERS, NESOI; WOVEN FABRICS OF PAPER YARN",831676,53
"614","FAS Value",5401,"SEWING THREAD OF MANMADE FILAMENTS, WHETHER OR NOT PUT UP FOR RETAIL SALE",77656363,54
"615","FAS Value",5402,"SYNTHETIC FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING SYNTHETIC MONOFILAMENTS OF LESS THAN 67 DECITEX",594250658,54
"616","FAS Value",5403,"ARTIFICIAL FILAMENT YARN (OTHER THAN SEWING THREAD), NOT PUT UP FOR RETAIL SALE, INCLUDING ARTIFICIAL MONOFILAMENTS OF LESS THAN 67 DECITEX",233902986,54
"617","FAS Value",5404,"SYNTHETIC MONOFILAMENT OF 67 DECITEX OR MORE, WITH NO CROSS-SECTIONAL DIMENSION OVER 1 MM; STRIP ETC. OF SYNTHETIC TEXTILES NOT OVER 5 MM IN WIDTH",161619407,54
"618","FAS Value",5405,"ARTIFICIAL MONOFILAMENT OF 67 DECITEX OR MORE, WITH NO CROSS-SECTIONAL DIMENSION OVER 1 MM; STRIP ETC. OF ARTIFICIAL TEXTILE NOT OVER 5 MM IN WIDTH",1600284,54
"619","FAS Value",5406,"MANMADE FILAMENT YARN (OTHER THAN SEWING THREAD), PUT UP FOR RETAIL SALE",6826335,54
"620","FAS Value",5407,"WOVEN FABRICS OF SYNTHETIC FILAMENT YARN, INCLUDING THOSE OF MONOFILAMENTS 67 DECITEX OR MORE, NOT OVER 1 MM CROSS-SECTION AND OF STRIP NOT OVER 5 MM",427238113,54
"621","FAS Value",5408,"WOVEN FABRICS OF ARTIFICIAL FILAMENT YARN, INCLUDING THOSE OF MONOFILAMENTS 67 DECITEX OR MORE, NOT OVER 1 MM CROSS-SECTION AND OF STRIP NOT OVER 5 MM",4911478,54
"622","FAS Value",5501,"SYNTHETIC FILAMENT TOW",56744989,55
"623","FAS Value",5502,"ARTIFICIAL FILAMENT TOW",844853498,55
"624","FAS Value",5503,"SYNTHETIC STAPLE FIBERS, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",264927856,55
"625","FAS Value",5504,"ARTIFICIAL STAPLE FIBERS, NOT CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",62789443,55
"626","FAS Value",5505,"WASTE OF MANMADE FIBERS (INCLUDING NOILS, YARN WASTE AND GARNETTED STOCK)",21658834,55
"627","FAS Value",5506,"SYNTHETIC STAPLE FIBERS, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",10428111,55
"628","FAS Value",5507,"ARTIFICAL STAPLE FIBERS, CARDED, COMBED OR OTHERWISE PROCESSED FOR SPINNING",384516,55
"629","FAS Value",5508,"SEWING THREAD OF MANMADE STAPLE FIBERS, WHETHER OR NOT PUT UP FOR RETAIL SALE",11441422,55
"630","FAS Value",5509,"YARN (OTHER THAN SEWING THREAD) OF SYNTHETIC STAPLE FIBERS, NOT PUT UP FOR RETAIL SALE",433792443,55
"631","FAS Value",5510,"YARN (OTHER THAN SEWING THREAD) OF ARTIFICIAL STAPLE FIBERS, NOT PUT UP FOR RETAIL SALE",3221198,55
"632","FAS Value",5511,"YARN (OTHER THAN SEWING THREAD) OF MANMADE STAPLE FIBERS, PUT UP FOR RETAIL SALE",25607640,55
"633","FAS Value",5512,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING 85% OR MORE BY WEIGHT OF SYNTHETIC STAPLE FIBERS",184277667,55
"634","FAS Value",5513,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBERS, MIXED MAINLY WITH COTTON, WEIGHING NOT OVER 170 G/M2",44934079,55
"635","FAS Value",5514,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS, CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBERS, MIXED MAINLY WITH COTTON, WEIGHING OVER 170 G/M2",62393244,55
"636","FAS Value",5515,"WOVEN FABRICS OF SYNTHETIC STAPLE FIBERS (CONTAINING LESS THAN 85% BY WEIGHT OF SUCH FIBERS, MIXED MAINLY WITH MATERIALS OTHER THAN COTTON) NESOI",137363429,55
"637","FAS Value",5516,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBERS",14871271,55
"638","FAS Value",5601,"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBERS, NOT OVER 5 MM (0.197 IN.) IN LENGTH, TEXTILE DUST AND MILL NEPS",103385507,56
"639","FAS Value",5602,"FELT, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED",133696714,56
"640","FAS Value",5603,"NONWOVENS (OF TEXTILE MATERIALS), WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED",1858238702,56
"641","FAS Value",5604,"RUBBER THREAD AND CORD, TEXTILE COVERED; TEXTILE YARN AND STRIP ETC. OF MANMADE MATERIALS OF SPECIFIC DIMENSIONS, COATED ETC. WITH RUBBER OR PLASTICS",25116038,56
"642","FAS Value",5605,"METALLIZED MANMADE TEXTILE YARN OF 67 DECITEX OR MORE, NO CROSS-SECTION OVER 1 MM, GIMPED OR NOT, AND STRIP NOT OVER 5 MM WIDE COMBINED WITH METAL",19871527,56
"643","FAS Value",5606,"GIMPED YARN AND STRIP NESOI, INCLUDING MANMADE TEXTILE YARN AND STRIP WITH SPECIFIED DIMENSIONS (HEADING 5404 AND 5405); CHENILLE YARN; LOOPWALE-YARN",34202377,56
"644","FAS Value",5607,"TWINE, CORDAGE, ROPE AND CABLE OF YARNS OR FIBERS, PRODUCED BY TWISTING OR BY PLAITING OR BRAIDING, WHETHER OR NOT COATED ETC. WITH RUBBER OR PLASTICS",187858502,56
"645","FAS Value",5608,"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS",25766316,56
"646","FAS Value",5609,"ARTICLES OF YARN, STRIP OR THE LIKE OF SPECIFIED DIMENSIONS (HEADING 5404 AND 5405), TWINE, CORDAGE, ROPE OR CABLES, NESOI",39503617,56
"647","FAS Value",5701,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, KNOTTED, WHETHER OR NOT MADE-UP",18435473,57
"648","FAS Value",5702,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WOVEN, NOT TUFTED OR FLOCKED, INCLUDING KELEM, SCHUMACKS, KARAMANIE AND SIMILAR HAND-WOVEN RUGS",108810270,57
"649","FAS Value",5703,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, TUFTED, WHETHER OR NOT MADE-UP",502317311,57
"650","FAS Value",5704,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF FELT, NOT TUFTED OR FLOCKED, WHETHER OR NOT MADE-UP",33609010,57
"651","FAS Value",5705,"CARPETS AND OTHER TEXTILE FLOOR COVERINGS (WHETHER OR NOT MADE-UP), NESOI",49234963,57
"652","FAS Value",5801,"WOVEN PILE FABRICS AND CHENILLE FABRICS (OTHER THAN WOVEN TERRY OR TUFTED FABRICS AND NARROW WOVEN FABRICS NOT OVER 30 CM IN WIDTH) NESOI",48101163,58
"653","FAS Value",5802,"WOVEN TERRY TOWELING AND SIMILAR TERRY FABRICS, OTHER THAN NARROW FABRICS NOT OVER 30 CM IN WIDTH; TUFTED TEXTILE FABRICS, OTHER THAN FLOOR COVERINGS",1123084,58
"654","FAS Value",5803,"GAUZE NESOI (OTHER THAN NARROW FABRICS NOT OVER 30 CM OR 11.811 IN. IN WIDTH)",3091020,58
"655","FAS Value",5804,"TULLES AND OTHER NET FABRICS, NOT INCLUDING WOVEN, KNITTED OR CROCHETED FABRICS; LACE IN THE PIECE, IN STRIPS OR MOTIFS, EXCEPT FABRICS OF 6002",7973963,58
"656","FAS Value",5805,"HANDWOVEN TAPESTRIES SIMILAR TO GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS AND NEEDLEWORKED TAPESTRIES (PETIT POINT, CROSS-STITCH ETC.), MADE-UP OR NOT",3863864,58
"657","FAS Value",5806,"NARROW WOVEN FABRICS (OTHER THAN LABELS AND SIMILAR ARTICLES, IN THE PIECE ETC.); NARROW FABRICS ASSEMBLED (WITHOUT A WEFT) BY MEANS OF AN ADHESIVE",274567361,58
"658","FAS Value",5807,"LABELS, BADGES AND SIMILAR ARTICLES OF TEXTILE MATERIALS, IN THE PIECE, IN STRIPS OR CUT TO SHAPE OR SIZE, NOT EMBROIDERED",22674313,58
"659","FAS Value",5808,"BRAIDS IN THE PIECE; ORNAMENTAL TRIMMINGS IN THE PIECE, WITHOUT EMBROIDERY, OTHER THAN KNITTED OR CROCHETED; TASSELS, POMPONS AND SIMILAR ARTICLES",20318415,58
"660","FAS Value",5809,"WOVEN FABRICS OF METAL THREAD AND WOVEN FABRICS OF METALLIZED YARN (HEADING 5605), OF A KIND USED IN APPAREL, AS FURNISHING FABRICS ETC., NESOI",856467,58
"661","FAS Value",5810,"EMBROIDERY IN THE PIECE, IN STRIPS OR IN MOTIFS",10270530,58
"662","FAS Value",5811,"QUILTED TEXTILE PRODUCTS IN THE PIECE (ONE OR MORE LAYERS ASSEMBLED WITH PADDING BY STITCHING ETC.), OTHER THAN EMBROIDERY",12975773,58
"663","FAS Value",5901,"TEXTILE FABRICS COATED, FOR THE OUTER COVERS OF BOOKS ETC.; TRACING CLOTH; PREPARED PAINTING CANVAS; BUCKRAM AND SIMILAR FABRICS FOR HAT FOUNDATIONS",13677317,59
"664","FAS Value",5902,"TIRE CORD FABRIC OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, POLYESTERS OR VISCOSE RAYON",69278190,59
"665","FAS Value",5903,"TEXTILE FABRICS IMPREGNATED, COATED, COVERED OR LAMINATED WITH PLASTICS, OTHER THAN TIRE CORD FABRIC",946560285,59
"666","FAS Value",5904,"LINOLEUM, WHETHER OR NOT CUT TO SHAPE; FLOOR COVERINGS WITH A COATING OR COVERING APPLIED ON A TEXTILE BACKING, WHETHER OR NOT CUT TO SHAPE",7190742,59
"667","FAS Value",5905,"TEXTILE WALL COVERINGS",5083021,59
"668","FAS Value",5906,"RUBBERIZED TEXTILE FABRICS, OTHER THAN TIRE CORD FABRIC",225915842,59
"669","FAS Value",5907,"TEXTILE FABRICS OTHERWISE IMPREGNATED, COATED OR COVERED; PAINTED CANVAS BEING THEATRICAL SCENERY, STUDIO BACK-CLOTHS OR THE LIKE",43971396,59
"670","FAS Value",5908,"TEXTILE WICKS FOR LAMPS, STOVES, LIGHTERS, CANDLES ETC; GAS MANTLES AND TUBULAR KNITTED GAS MANTLE FABRIC, WHETHER OR NOT IMPREGNATED",6373854,59
"671","FAS Value",5909,"TEXTILE HOSEPIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOR OR ACCESSORIES OF OTHER MATERIALS",36437776,59
"672","FAS Value",5910,"TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL OR COATED IMPREG WITH PLASTICS",40053752,59
"673","FAS Value",5911,"TEXTILE PRODUCTS AND ARTICLES FOR SPECIFIED TECHNICAL USES, NESOI",574664419,59
"674","FAS Value",6001,"PILE FABRICS, INCLUDING LONG PILE FABRICS AND TERRY FABRICS, KNITTED OR CROCHETED",63943490,60
"675","FAS Value",6002,"KNITTED OR CROCHETED FABRICS, NESOI",41461774,60
"676","FAS Value",6003,"KNITTED OR CROCHETED FABRICS OF A WIDTH NOT EXCEEDING 30 CM, OTHER THAN THOSE OF HEADING 6001 OR 6002",19510064,60
"677","FAS Value",6004,"KNITTED OR CROCHETED FABRICS OF A WIDTH EXCEEDING 30 CM, CONTAINNG BY WEIGHT 5% OR MORE ELASTOMERIC YARN OR RUBBER THREAD, OTHER THAN THOSE  HEAD 6001",86808992,60
"678","FAS Value",6005,"WARP KNIT FABRICS (INCLUDING THOSE MADE ON GALLOON KNIT. MACHINES), OTHER THAN THOSE OF HEADING 6001 TO 6004",163416397,60
"679","FAS Value",6006,"KNITTED OR CROCHETED FABRICS, NESOI",279642671,60
"680","FAS Value",6101,"MEN'S OR BOYS' OVERCOATS, CARCOATS, CAPES, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS), AND SIMILAR ARTICLES, KNITTED OR CROCHETED, NESOI",53135504,61
"681","FAS Value",6102,"WOMEN'S OR GIRLS' OVERCOATS, CARCOATS, CAPES, CLOAKS, ANORAKS (INCLUDING SKI-JACKETS), AND SIMILAR ARTICLES, KNITTED OR CROCHETED, NESOI",41344086,61
"682","FAS Value",6103,"MEN'S OR BOYS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS (NO SWIMWEAR), KNITTED OR CROCHETED",121620388,61
"683","FAS Value",6104,"WOMEN'S OR GIRLS' SUITS, ENSEMBLES, SUIT-TYPE JACKETS, BLAZERS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, ETC. (NO SWIMWEAR), KNITTED OR CROCHETED",330831820,61
"684","FAS Value",6105,"MEN'S OR BOYS' SHIRTS, KNITTED OR CROCHETED",93889053,61
"685","FAS Value",6106,"WOMEN'S OR GIRLS' BLOUSES AND SHIRTS, KNITTED OR CROCHETED",76992359,61
"686","FAS Value",6107,"MEN'S OR BOYS' UNDERPANTS, BRIEFS, NIGHTSHIRTS, PAJAMAS, BATHROBES, DRESSING GOWNS AND SIMILAR ARTICLES, KNITTED OR CROCHETED",57661814,61
"687","FAS Value",6108,"WOMEN'S OR GIRLS' SLIPS, PETTICOATS, BRIEFS, PANTIES, NIGHTDRESSES, PAJAMAS, NEGLIGEES, BATHROBES AND SIMILAR ARTICLES, KNITTED OR CROCHETED",142663681,61
"688","FAS Value",6109,"T-SHIRTS, SINGLETS, TANK TOPS AND SIMILAR GARMENTS, KNITTED OR CROCHETED",1135913941,61
